用户手机,银行名称,银行开户名,银行账号,支行名称,银行卡手机号,提交时间,提现状态,未通过原因,提现总金额,现金金额,企业金额,实际支付金额,支付时间,处理人,交易流水号
13826540521,中国银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-06-21 11:14:35",到帐成功,,200.00,200.00,0,200.00,"2017-06-21 11:14:44",SuperAdmin,
13826540521,中国银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-06-21 11:12:11",到帐成功,,120.00,120.00,0,120.00,"2017-06-21 11:13:13",SuperAdmin,
13826540521,中国银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-06-21 11:11:42",到帐成功,,180.00,180.00,0,180.00,"2017-06-21 11:11:49",SuperAdmin,
13826540521,中国银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-06-21 11:11:09",到帐成功,,100.00,100.00,0,100.00,"2017-06-21 11:11:21",SuperAdmin,
13826540521,中国银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-06-21 10:34:05",到帐成功,,150.00,150.00,0,150.00,"2017-06-21 10:34:14",SuperAdmin,
13826540521,中国银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-06-21 10:33:26",到帐成功,,120.00,120.00,0,120.00,"2017-06-21 10:33:40",SuperAdmin,
13826540521,中国银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-06-20 14:15:20",到帐成功,,1220.00,1220.00,0,1220.00,"2017-06-21 10:33:05",SuperAdmin,
15012345498,中国建设银行,功夫vv距拒绝,48636996633,渔具聚会,18565780669,"2017-06-16 11:38:16",到帐成功,,100.00,100.00,0,100.00,"2017-06-16 11:38:31",SuperAdmin,
15012345498,中国建设银行,功夫vv距拒绝,48636996633,渔具聚会,18565780669,"2017-06-16 11:37:51",到帐成功,,100.00,100.00,0,100.00,"2017-06-16 11:38:03",SuperAdmin,
15012345477,中国民生银行,刘丹问我,32301099,被数据我哦呃呃呃呃,18129962835,"2017-06-14 20:29:26",到帐成功,,1000.00,1000.00,0,1000.00,"2017-06-14 20:29:34",SuperAdmin,
13826540521,中国银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-06-14 14:09:58",到帐成功,,120.00,120.00,0,120.00,"2017-06-14 14:10:53",SuperAdmin,
13826540521,中国建设银行,未来科技有限公司,4367424162110097222,软件园一期,13826540521,"2017-06-13 15:28:39",到帐成功,,100.00,0,100.00,100.00,"2017-06-13 15:30:46",SuperAdmin,
13826540521,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826570522,"2017-06-07 19:50:46",到帐成功,,100.00,0,100.00,100.00,"2017-06-07 19:51:30",SuperAdmin,
18316841709,中国工商银行,零,125646658464646,,18316841709,"2017-06-07 16:39:20",到帐成功,,2580.00,2580.00,0,2580.00,"2017-06-07 16:39:36",SuperAdmin,
15012345574,平安银行,阿尔hill用,12345678952,测屁股咯www,18129962835,"2017-06-07 11:31:03",到帐成功,,143.00,0,143.00,143.00,"2017-06-07 11:31:15",SuperAdmin,
15012345574,平安银行,阿尔hill用,12345678952,测屁股咯www,18129962835,"2017-06-07 11:30:15",到帐成功,,150.00,0,150.00,150.00,"2017-06-07 11:30:25",SuperAdmin,
15012345573,兴业银行,刘丹,1245784125,"ice 分咯啦",18129962835,"2017-06-07 11:28:10",到帐成功,,100.00,100.00,0,100.00,"2017-06-07 11:28:50",SuperAdmin,
13826540521,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826570522,"2017-06-06 16:26:55",到帐成功,,120.00,120.00,0,120.00,"2017-06-06 16:28:16",SuperAdmin,
13826540521,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826570522,"2017-06-06 16:25:55",到帐成功,,100.00,100.00,0,100.00,"2017-06-06 16:26:27",SuperAdmin,
18316841709,中国工商银行,哦,12589995786958,邮,18666666699,"2017-06-06 15:04:34",到帐成功,,1000.00,1000.00,0,1000.00,"2017-06-06 15:05:03",SuperAdmin,
13826540521,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826570522,"2017-06-06 09:53:00",到帐成功,,120.00,120.00,0,120.00,"2017-06-06 09:53:35",SuperAdmin,
13826540521,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826570522,"2017-06-05 17:41:49",到帐成功,,120.00,120.00,0,120.00,"2017-06-05 17:41:58",SuperAdmin,
15012345574,中国建设银行,刘琴龙龙,128975624,测试一行来咯,18124560255,"2017-06-05 17:26:27",到帐成功,,100.00,0,100.00,100.00,"2017-06-05 17:26:59",SuperAdmin,
13826540521,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826570522,"2017-06-05 17:15:20",到帐成功,,100.00,100.00,0,100.00,"2017-06-05 17:15:30",SuperAdmin,
13826540521,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826570522,"2017-06-05 16:25:35",到帐成功,,100.00,100.00,0,100.00,"2017-06-05 16:25:47",SuperAdmin,
13826540521,中国建设银行,来来公司,6217000340000565980,软件园二期,13826540521,"2017-06-05 16:14:52",到帐成功,,100.00,100.00,0,100.00,"2017-06-05 16:15:01",SuperAdmin,
13826540521,中国建设银行,来来公司,6217000340000565980,软件园二期,13826540521,"2017-06-05 14:22:38",到帐成功,,100.00,100.00,0,100.00,"2017-06-05 14:23:59",SuperAdmin,
15012345662,招商银行,根据按摩,1234568712,回家了咯哦哦谢谢,18565780669,"2017-06-03 18:49:08",到帐成功,,120.00,0,120.00,120.00,"2017-06-03 18:49:35",SuperAdmin,
18565780670,中国工商银行,刘丹,1258666555555,啦啦噜,18565780669,"2017-06-03 16:20:07",到帐成功,,250.00,250.00,0,250.00,"2017-07-01 11:17:52",SuperAdmin,
18316841709,中国建设银行,李四,4367421217054374228,深深,18316841709,"2017-06-03 16:18:29",到帐成功,,3690.00,3690.00,0,3690.00,"2017-06-03 17:16:58",SuperAdmin,
13826540521,中国建设银行,徐凤年,4367424162110097222,Ruanjianyuan,13826540521,"2017-06-02 16:25:54",到帐成功,,108.00,108.00,0,108.00,"2017-06-02 16:27:12",SuperAdmin,
13826540521,中国建设银行,徐凤年,4367424162110097222,Ruanjianyuan,13826540521,"2017-06-02 15:58:33",到帐成功,,100.00,100.00,0,100.00,"2017-06-03 14:33:09",SuperAdmin,
15012345573,招商银行,刘的按摩,6226097803221093,岗夏支行,18565780669,"2017-06-01 17:04:24",到帐成功,,235.00,235.00,0,235.00,"2017-06-01 17:04:38",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-06-01 17:01:28",到帐成功,,100.00,100.00,0,100.00,"2017-06-01 17:01:52",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-06-01 15:35:53",到帐成功,,170.00,170.00,0,170.00,"2017-06-01 15:36:06",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-06-01 15:27:05",到帐成功,,120.00,120.00,0,120.00,"2017-06-01 15:27:17",SuperAdmin,
15012345573,招商银行,刘的按摩,6226097803221093,岗夏支行,18565780669,"2017-06-01 15:26:15",到帐成功,,100.00,100.00,0,100.00,"2017-06-01 15:26:41",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-06-01 15:18:35",到帐成功,,100.00,100.00,0,100.00,"2017-06-01 15:19:34",SuperAdmin,
15012345573,招商银行,刘的按摩,6226097803221093,岗夏支行,18565780669,"2017-06-01 14:35:07",到帐成功,,100.00,100.00,0,100.00,"2017-06-01 15:27:21",SuperAdmin,
13265411023,招商银行,亟待解决的,45464556565,记得多久,13265401023,"2017-06-01 14:33:53",到帐成功,,120.00,120.00,0,120.00,"2017-06-01 14:33:41",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 20:27:33",到帐成功,,112.00,112.00,0,112.00,"2017-05-31 20:27:41",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 20:25:40",到帐成功,,110.00,110.00,0,110.00,"2017-05-31 20:25:49",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 20:09:43",到帐成功,,160.00,160.00,0,160.00,"2017-05-31 20:10:01",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 20:08:56",到帐成功,,150.00,150.00,0,150.00,"2017-05-31 20:09:11",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 20:07:47",到帐成功,,130.00,130.00,0,130.00,"2017-05-31 20:07:57",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 20:05:50",到帐成功,,120.00,120.00,0,120.00,"2017-05-31 20:06:01",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 20:04:16",到帐成功,,177.00,177.00,0,177.00,"2017-05-31 20:04:33",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 20:03:22",到帐成功,,152.00,152.00,0,152.00,"2017-05-31 20:03:41",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 20:02:05",到帐成功,,120.00,120.00,0,120.00,"2017-05-31 20:01:53",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 19:59:52",到帐成功,,125.00,125.00,0,125.00,"2017-05-31 20:00:12",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 19:55:57",到帐成功,,100.00,100.00,0,100.00,"2017-05-31 19:57:10",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 19:53:08",到帐成功,,200.00,200.00,0,200.00,"2017-05-31 19:53:27",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 19:44:44",到帐成功,,100.00,100.00,0,100.00,"2017-05-31 19:44:54",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 19:23:37",到帐成功,,100.00,100.00,0,100.00,"2017-05-31 19:23:48",SuperAdmin,
13265411023,招商银行,亟待解决的,45464556565,记得多久,13265401023,"2017-05-31 18:50:46",到帐成功,,100.00,100.00,0,100.00,"2017-05-31 18:50:30",SuperAdmin,
13826540521,中国建设银行,兔娜,4367424162110097222,going,13865405256,"2017-05-31 18:05:39",到帐成功,,100.00,100.00,0,100.00,"2017-05-31 18:06:05",SuperAdmin,
13826540522,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-05-31 17:59:21",到帐成功,,200.00,200.00,0,200.00,"2017-05-31 17:59:37",SuperAdmin,
13826540522,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-05-31 17:50:34",到帐成功,,100.00,100.00,0,100.00,"2017-05-31 17:50:48",SuperAdmin,
15079106666,中国建设银行,第三张,4367424162110097222,软件园三期,13826540521,"2017-05-31 17:33:04",到帐成功,,100.00,0,100.00,100.00,"2017-05-31 18:43:21",SuperAdmin,
13826540522,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-05-31 17:27:29",到帐成功,,100.00,100.00,0,100.00,"2017-05-31 17:29:42",SuperAdmin,
13826540522,中国建设银行,徐凤年,4367424162110097222,软件园一期,13826540521,"2017-05-31 17:13:17",到帐成功,,100.00,100.00,0,100.00,"2017-05-31 18:47:48",SuperAdmin,
15079106666,中国建设银行,第三张,4367424162110097222,软件园三期,13826540521,"2017-05-26 18:14:29",到帐成功,,100.00,0,100.00,100.00,"2017-05-31 13:54:04",SuperAdmin,
15079106666,中国建设银行,第三张,4367424162110097222,软件园三期,13826540521,"2017-05-26 18:06:23",到帐成功,,100.00,0,100.00,100.00,"2017-05-31 18:05:34",SuperAdmin,
13112345627,招商银行,刘丹阳,6226097803221093,科苑支行,18565780669,"2017-05-26 14:19:33",到帐成功,,100.00,0,100.00,100.00,"2017-05-31 13:54:15",SuperAdmin,
18615146936,中国工商银行,建行,6259653506961813,南山支行,13212345678,"2017-05-11 17:38:58",到帐成功,,1000.00,1000.00,0,1000.00,"2017-05-18 11:18:47",SuperAdmin,
13333377777,中国建设银行,妞妞汇公司,4556666666666555444,深圳,18615146936,"2017-04-20 14:22:23",到帐成功,,1.00,0,1.00,1.00,"2017-04-20 14:50:53",,
15079106666,平安银行,换个呵,3698554855998877444,御魂优化,13586698875,"2017-04-08 10:32:33",到帐成功,,1.00,1.00,0,1.00,"2017-04-08 10:52:10",admin,
15079106666,平安银行,换个呵,3698554855998877444,御魂优化,13586698875,"2017-04-08 10:31:48",到帐成功,,1.00,1.00,0,1.00,"2017-04-08 10:43:01",admin,
15079106666,平安银行,换个呵,3698554855998877444,御魂优化,13586698875,"2017-04-08 10:31:14",到帐成功,,1.00,1.00,0,1.00,"2017-04-08 10:40:19",admin,
15079106666,平安银行,换个呵,3698554855998877444,御魂优化,13586698875,"2017-04-08 10:28:27",到帐成功,,1.00,1.00,0,1.00,"2017-04-08 10:39:38",admin,
15079106666,平安银行,换个呵,3698554855998877444,御魂优化,13586698875,"2017-04-08 09:46:04",到帐成功,,1.00,1.00,0,1.00,"2017-04-08 10:06:09",刘大仁,
15079106666,平安银行,换个呵,3698554855998877444,御魂优化,13586698875,"2017-04-07 17:52:40",到帐成功,,10.00,10.00,0,10.00,"2017-04-08 10:58:46",admin,
15079106666,平安银行,换个呵,3698554855998877444,御魂优化,13586698875,"2017-04-07 15:27:08",到帐成功,,1.00,1.00,0,0,"2017-04-07 15:47:35",刘大仁,
15079106666,平安银行,换个呵,3698554855998877444,御魂优化,13586698875,"2017-04-07 15:24:18",到帐成功,,1.00,1.00,0,0,"2017-04-07 15:52:26",刘大仁,
15079106666,中信银行,看看坎坎,3786951546461991884,还带好的,18066494646,"2017-04-07 11:54:11",到帐成功,,1.00,1.00,0,1.00,"2017-04-07 16:22:12",刘大仁,
15079106666,中信银行,看看坎坎,3786951546461991884,还带好的,18066494646,"2017-04-07 11:06:53",到帐成功,,1.00,1.00,0,0,"2017-04-07 11:35:11",,
